id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-0609-MESA-E-PALAVRA-NAO-FEATURE,"Perfil de bateria (tabela e conta de slots) e a palavra ""mesa""","Fica fora por ""não é pra ter mesa""?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""Falei do termo mesa que é horrível. Mas os claudes anteriores entraram na pira de usar isso em tudo no layout. O termo sai e coloca-se termos simples pro user comum. feature fica."" — a tabela e a conta de slots ENTRAM (SISTEMA-STEAM-01); ""mesa"" é palavra banida na tela, não feature.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-ABA05-FICA,"As remoções da aba Vibração feitas em nome de ""mesa""",Revisar?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""Deixar a 05 como está"" — lá valeu também ""segue os três modos sempre"" e menos poluição.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-EXTERNOS-DEPOIS,"Controles externos (Nintendo Pro, 8BitDo)",Entram nas 24 h?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""Materializa as sprints. mas o foco do programa hoje é fazer os 4 dualsense funcionar seja via bt ou cabo."" — EXTERNOS-01 escrita e fora das 24 h.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-FOCO-QUATRO-DUALSENSE,O foco das 24 horas,O que é pronto?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: os 4 DualSense funcionando, por rádio ou por cabo; a bancada dos quatro é no FECHO, com ela (MESA-DE-QUATRO-01).",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-MIC-BT-ENTRA,Mic virtual pelo rádio (MIC-VIRTUAL-02),Entra nas 24 h?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: entra, com prova em dois controles antes de trocar os chamadores.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-SOM-BT-NO-FECHO,O ensaio do som pelo rádio,Quando?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""deixa pras últimas etapas da 24h mas ainda nessas 24"" — no FECHO, junto com a bancada dos quatro.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-DOZE-AGENTES,Agentes em paralelo na ONDA A,"12, 8 ou 6?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: 12, como está.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-PUBLICAR-NO-FECHO,Cadência do --publicar,"Uma volta, por onda, ou o Opus?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: uma volta só no FECHO, ela olhando as fotos.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-INSTALL-PELO-OPUS,Quem roda o install.sh no fim,"Ela, o Opus com a palavra dela, ou ninguém?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: o Opus, com a palavra dela no FECHO, na árvore dela.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-BRANCHES,As cinco branches com trabalho fora do dev,"Cherry-pick, apagar ou olhar?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: o Opus faz cherry-pick do que passa e põe lápide no resto.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-GTK-LEVA-INTEIRA,A janela GTK (D-19),"Parada, inventário, ou a leva inteira?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""a ideia sempre foi reaproveitar o que fiz no gtk e não apontar nada mais pra lá mas pro html"" — a LEVA INTEIRA nas 24 h; o motor fica; nada novo aponta para a janela.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-TELA-SAMBA,"A interface ""sambando""",O que ela vê?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""pisca / repinta sem parar; cliques não aplicam ou atrasam; trava por instantes; botões não funcionam, algo ativa o tooltip mas ele se desativa"" — A-TELA-SAMBA-01 é a primeira sprint.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-A-MAQUINA-E-DO-OPUS,"A máquina, o sudo e o reset durante as 24 horas","Quem pode usar a máquina, com privilégio, enquanto a leva corre?",só ela | o Opus com a palavra dela a cada vez | o Opus à vontade,não houve: ela decidiu antes de a pergunta ser feita,"sem isso, todo passo que pede privilégio (daemon, udev, install) para e espera ela acordar","não espera: decidida por ELA, no chat, durante o Passo 0",docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de código; muda o que o coordenador pode fazer sozinho,2026-09-06,decidida,"ELA, 06/09/2026, no chat, durante o Passo 0: ""24 horas de trampo. o pc é seu. pode resetar e fazer o que for necessário para conclusão de tudo. vc coordena e usa o pc a vontade."" Ela entregou a senha sudo no chat; a senha NÃO entra em arquivo nenhum, nem em prompt de agente — isso continua valendo. O QUE MUDA: o coordenador não trava esperando a palavra dela para um passo privilegiado. O QUE NÃO MUDA: o install.sh continua no FECHO — não por falta de permissão, mas porque instalar no meio da leva aponta o lançador dela para código a meio caminho (CLAUDE.md, risco 1). E agente nenhum recebe sudo.",2026-09-06,"a mensagem dela no meio do Passo 0, sem pergunta prévia",ela,
D-0609-O-ID-DA-SPRINT-MORA-NO-FRONTMATTER,"O id de uma sprint mora no `sprint:` do frontmatter, e o nome do arquivo é só desempate","Quando dois arquivos casam com o mesmo id de sprint, qual deles o despachante abre?",a) casar pelo `sprint:` do frontmatter e usar o glob do nome só quando ninguém declara | b) renomear um dos dois arquivos | c) exigir que o nome do arquivo seja único,a,renomear custa reescrever os 25 documentos que citam `STEAM-INPUT-01`; exigir nome único quebra todo arquivo escrito antes de existir frontmatter,,scripts/despachar-agente.sh · scripts/check_colisao_de_sprints.py,,,"duas funções de resolução, uma em cada script",2026-09-06,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a",2026-09-06,"o despacho da ONDA C morreu dizendo que a STEAM-INPUT-01 não declara posse — e ele estava lendo o dossiê de 26/07, com a sprint certa aberta na lista viva do lado",delegacao,
D-0609-O-TERCEIRO-LUGAR-ENTRA-NA-COSTURA,"A metade do piloto que a ONDA5-05-03 relatou entra na costura, e quem costura refaz a mordida","Um agente relata o diff exato de um arquivo que está no `nao_toca` dele. Quem aplica, e com que prova?",a) quem costura aplica e REFAZ a mordida | b) quem costura aplica confiando no relatório | c) abrir sprint nova para a outra metade,a,confiar no relatório é acreditar em régua que não se viu morder; sprint nova custa uma volta inteira por quatro trechos de JavaScript,,src/hefesto_dualsense4unix/interface/hefesto_vivo.py · pintar_recados,,,"quatro trechos, e a mordida refeita contra a bancada da 05",2026-09-06,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a",2026-09-06,"a 05-Q4 dela pede a confirmação na faixa embaixo da grade, e `hefesto_vivo.py` é `nao_toca` da sprint que a desenhou",delegacao,
D-0609-O-SINAL-DA-PARIDADE-NAO-E-PROSA,"Numa linha do CSV da paridade que fechou, o sinal do lado HTML é o endereço de tela, não o nome da função da janela","A régua acusou dívida fechada porque o nome da função da GTK apareceu no arquivo do lado HTML — mas ele aparece só em PROSA, numa docstring que nomeia o gêmeo. O que muda: o veredito ou o sinal?",a) trocar o sinal pelo endereço de tela (`data-gesto=...`) e remedir o veredito | b) manter o sinal e afrouxar a régua | c) apagar a prosa que nomeia o gêmeo,a,afrouxar a régua desliga a única coisa que impede o número da paridade de virar propaganda; apagar a prosa tira da casa a explicação de por que as duas features são opostas,,"docs/data/paridade-gtk-html.csv linhas 140, 141, 143, 148",,,quatro linhas remedidas e os números publicados acompanhando,2026-09-06,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a",2026-09-06,a LUZES-01 fechou as cinco dívidas da 04 e avisou da armadilha na linha 142; o portão acusou quatro delas na costura,delegacao,
D-0609-A-AUSENCIA-DO-TRANSPORTE-CONFESSA,"Sem leitura do transporte, a tela diz que não sabe — e é a frase de um dono só","Duas réguas vivas discordavam sobre o mesmo campo: a de 05/09 exigia vazio (o travessão do piloto) quando o daemon não publica o `transport`, e o dono da palavra responde ""não sei por onde"" desde o produto estável. Qual das duas fica?","a) a frase do dono, e a régua confere o ato de não afirmar; b) o vazio, e a frase do dono muda; c) as duas, cada tela com a sua",a,"(b) reabre o defeito de dois donos que a régua de 05/09 veio matar, e apaga uma razão escrita há semanas: ""'?' não é resposta — é a tela encolhendo os ombros"". (c) é o defeito, não uma opção",,src/hefesto_dualsense4unix/app/actions/home_actions.py:1483 · src/hefesto_dualsense4unix/interface/mesa_viva.py:170 · tests/unit/test_a_tela_nao_inventa_o_transporte.py,,,uma régua reescrita,06/09/2026,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a — fica a frase do dono. A régua passa a medir o que ela sempre protegeu: a tela não AFIRMA um transporte que ninguém leu. O travessão continua sendo o que o piloto escreve onde não há texto nenhum, e a confissão é texto.",06/09/2026,ONDA4-S10-O-TRANSPORTE-01 · os doze lotes da costura da ONDA C,delegacao,
D-0609-A-ONDA-F-NASCE-DO-ESTADO,"Depois da ONDA E, quem abre a próxima onda é a lista viva — não o plano","As cinco ondas do plano fecharam às 13h30, sete horas antes da janela do FECHO, e a lista viva ainda tinha três sprints com todo o `depois_de` fechado. O coordenador para no plano ou abre uma onda a mais?",a) abrir a ONDA F com as três que a lista viva mostra desbloqueadas | b) parar no plano e entrar no FECHO com sete horas de folga | c) adiantar o FECHO,a,"(b) devolve à fila trabalho que já estava desbloqueado e cabia no dia — e a PARIDADE-REMEDIR-01 é a régua do §7, então parar antes dela é publicar o número de ontem como se fosse o de hoje. (c) rouba dela a hora dos quatro controles, que é a única prova que ninguém substitui",não espera: decidida por delegação,docs/process/sprints/2026-09-05-ONDA5-01-03-o-cadeado-ja-esta-na-tela-e-o-que-falta-e-o-verde.md · docs/process/sprints/2026-09-06-ONDA5-P-01-o-terceiro-lugar-do-recado-e-a-quarta-porta.md · docs/process/sprints/2026-09-06-PARIDADE-REMEDIR-01-a-regua-para-de-medir-o-mundo-de-ontem.md,,,"três agentes, sem colisão de posse (a01_jogar.py · hefesto_vivo.py · o CSV)",06/09/2026,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a — a ONDA F sai com três agentes. O critério não é o plano: é o `depois_de` fechado na lista viva, que é o que o `check_colisao_de_sprints.py --abertas` responde. O plano de §5 dividiu por posse e por desbloqueio ATÉ ONDE ENXERGAVA às 02h41; a lista viva enxerga às 13h30.",06/09/2026,"a triagem que achou oito sprints entregues e ainda `estado: aberta` — e, no mesmo passo, três que ninguém tinha despachado",delegacao,
D-0609-PROSA-DE-DIAGNOSTICO-NAO-E-TEXTO-DE-TELA,A palavra banida sai do TEXTO DE TELA; a prosa que só o terminal da bancada lê não é tela,"`painel.ESCRITOR_DOS_MODOS[gamepad]` diz a palavra banida. É a décima sétima frase de `app/`, ou não é texto de tela?","a) seguir o consumidor até o fim e decidir pelo DESFECHO | b) curar toda ocorrência em `app/`, por precaução | c) deixar como está sem medir",a,"(b) apaga a distinção que o glossário existe para guardar — a palavra sai da TELA e o nome interno fica —, e o preço dela é quem vier depois não saber mais onde a régua termina. (c) é o que a sprint veio matar",não espera: decidida por delegação,src/hefesto_dualsense4unix/app/actions/jogar/painel.py:264 · src/hefesto_dualsense4unix/interface/controles_vivos.py:184,,,"nenhuma linha mudada, e a razão escrita",06/09/2026,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a — NÃO é a décima sétima. Seguido até o fim, `escritor_do_modo` alimenta `controles_vivos.DONOS_DOS_GESTOS`, que morre em `print()` no terminal de quem dirige a bancada: não escreve campo nenhum, não passa pelo funil `_json`, não chega ao WebView. É prosa de diagnóstico. A régua que decide é o DESFECHO, nunca o arquivo em que a frase mora — foi por medir o arquivo que a A-PALAVRA-MESA-SAI-01 quase pediu dezessete curas onde cabiam dezesseis.",06/09/2026,a A-PALAVRA-MESA-SAI-01 listou dezesseis frases de `app/` e apontou uma décima sétima sem seguir o consumidor dela até o fim,delegacao,
D-0609-ADIAMENTO-NAO-E-REMOCAO,Uma feature que ela tirou do PLANO continua FALTA na régua — adiar não é remover,"As decisões de 06/09 tiraram várias features das 24 horas (controles externos, o editor avançado de regra, o custo da máscara antes do clique). No CSV da paridade, elas viram o quê?","a) continuam `FALTA_NO_HTML` — a régua é onde a fila mora | b) saem da conta, porque ninguém as vai fazer | c) viram `DIFERENTE`, porque a ausência é escolha dela",a,"(b) e (c) esvaziam a fila sobre trabalho que ninguém fez, e o número da paridade vira propaganda — que é exatamente o que o `sinal` obrigatório existe para impedir. A própria 24 HORAS põe essas features na §10 e fecha dizendo ""o resto dos FALTA fica na régua, que é onde fila mora""",não espera: decidida por delegação,docs/data/paridade-gtk-html.csv · scripts/check_paridade_gtk_html.py,,,nenhuma linha promovida; a regra escrita no `porque` das linhas afetadas,06/09/2026,decidida,"DECIDIDA POR DELEGAÇÃO (06/09/2026, o mandato das 24 horas; palavra dela: ""vc coordena e usa o pc a vontade""). REVERSÍVEL NUMA FRASE. a — a regra, escrita para não ser reaberta: **`DIFERENTE` exige que o HTML entregue a MESMA RESPOSTA por outro caminho, com endereço lido no código. Se a resposta não chega à tela, é `FALTA`, mesmo quando a ausência é escolha dela.** O CSV já tinha o precedente nas linhas 165 e 170.",06/09/2026,"a §2.4 da PARIDADE-REMEDIR-01 mandava tratar como não-FALTA as features adiadas, e o agente RECUSOU o próprio enunciado citando a fonte de onde a lista veio",delegacao,
